account_age,account_created_utc,link_karma,comment_karma,ups,num_comments,image_provided,reciprocate,exchange,text_length,money,time,job,student,family,craving,label
180166.0,1317317834.0,1,30,5,10,0,0,0,227,2,5,2,0,4,0,0
66436291.0,1319596614.0,26,8377,2,5,0,0,0,109,2,4,1,0,0,0,0
86742498.0,1302702089.0,2924,10715,0,0,0,0,0,65,0,1,0,0,0,0,0
29193114.0,1303864122.0,6895,12426,1,2,0,0,0,48,2,2,0,0,0,0,0
52870426.0,1343035011.0,572,7241,1,0,0,0,0,110,0,0,2,0,0,0,0
93618631.0,1338065174.0,206,801,2,2,0,0,0,20,0,0,0,1,0,0,0
35608209.0,1355706301.0,3258,1577,12,1,0,0,0,58,3,0,0,0,1,0,0
83925104.0,1331554937.0,21,647,0,0,0,1,0,49,5,2,0,0,0,0,0
7153425.0,1327980812.0,2026,1210,2,5,0,0,0,103,2,1,2,3,0,1,0
14818511.0,1352093853.0,1,47,0,0,0,0,0,65,2,3,0,4,0,0,0
1033243.0,1309728446.0,1002,1624,1,0,0,0,0,114,3,3,1,5,0,2,0
57200752.0,1348332038.0,1978,3847,0,0,0,0,0,150,2,0,3,2,0,0,0
20067415.0,1318691851.0,1,3,1,1,0,0,0,288,6,4,5,0,0,1,0
80654152.0,1247162482.0,1472,1281,0,0,0,0,0,67,1,2,1,0,0,0,0
8326752.0,1313299640.0,1,54,6,9,0,0,0,179,0,1,3,0,2,0,0
32370025.0,1299991681.0,7943,7887,1,0,0,0,0,47,2,0,0,0,0,2,0
68119615.0,1323008082.0,1,3064,2,0,0,0,0,48,1,1,1,0,0,0,0
2066295.0,1311563592.0,1,28,1,0,0,0,0,63,0,0,0,0,0,1,0
14718111.0,1365775660.0,1486,11411,0,1,0,0,0,65,0,1,0,0,2,0,0
37796051.0,1336993123.0,658,4557,0,1,0,0,0,71,5,2,1,0,0,0,0
33870132.0,1324629050.0,1111,2168,7,0,0,0,0,20,0,0,0,0,0,1,0
88097279.0,1334453206.0,986,1369,1,0,0,0,0,54,1,0,0,2,0,0,0
7441246.0,1421362057.0,222,350,0,0,0,0,0,47,0,1,1,0,0,0,0
9290359.0,1354432296.0,1261,2492,0,0,0,0,0,56,1,1,0,0,0,0,0
150176963.0,1217184252.0,29,844,5,0,0,0,0,63,0,2,0,1,2,0,0
64794820.0,1315328894.0,266,482,6,3,0,1,0,164,2,4,1,0,0,1,0
93643957.0,1324092761.0,3187,303,0,0,0,0,0,120,3,4,2,6,0,1,0
44911179.0,1314397717.0,4637,13315,0,0,0,0,0,77,3,2,0,0,0,0,0
672.0,1328729197.0,1,25,2,4,0,0,0,38,2,3,0,4,0,0,0
48199359.0,1363729151.0,1070,1903,0,0,0,0,0,18,1,0,0,0,0,0,0
25669485.0,1305581482.0,3570,4466,4,0,0,0,0,100,4,2,2,3,0,0,0
12163079.0,1415601089.0,1,716,5,1,0,1,0,83,2,2,0,0,0,0,0
5795327.0,1414270221.0,256,178,2,0,0,0,0,28,0,2,0,0,0,0,0
81248554.0,1292825272.0,1,324,5,3,0,0,0,90,3,6,0,0,0,0,0
17938001.0,1358305986.0,2139,3707,7,2,0,0,0,165,0,4,3,1,1,3,0
605041.0,1333209104.0,1,-8,0,6,0,0,0,35,0,0,0,0,0,0,0
50221979.0,1309707219.0,1,5416,4,2,0,1,0,71,1,1,0,0,0,0,0
1338.0,1309381111.0,1,0,1,2,0,0,0,91,2,0,2,0,2,0,0
23482445.0,1354926056.0,17,943,1,0,0,0,0,27,0,0,0,0,0,0,0
24775240.0,1370057137.0,36,660,3,1,0,1,0,58,3,0,0,5,0,1,0
39734661.0,1365738679.0,117,291,16,3,0,1,0,88,2,5,0,0,4,2,0
16208140.0,1345524699.0,115,1849,8,3,1,0,0,272,0,2,0,0,1,0,0
233999.0,1314655524.0,1,18,4,26,0,0,0,74,0,2,0,0,1,0,0
9772561.0,1309468052.0,1,45,0,0,0,0,0,106,0,3,0,0,1,0,0
26060348.0,1347784440.0,3,481,4,1,0,0,0,50,1,2,0,0,0,0,0
34470753.0,1350698483.0,333,187,2,1,0,0,0,74,0,2,3,1,0,2,0
81909832.0,1326125392.0,693,7497,2,2,1,1,0,359,12,10,11,2,0,0,0
65526405.0,1336582558.0,3,306,0,0,0,0,0,59,0,1,0,0,0,0,0
18899444.0,1298508776.0,1,177,10,6,0,0,0,98,3,7,1,2,0,0,0
49583952.0,1325627633.0,4612,2325,13,2,0,0,0,175,1,6,2,0,1,0,0
32930159.0,1292281515.0,3021,2285,20,9,0,0,0,60,0,1,0,0,1,1,0
121.0,1311180848.0,1,0,1,3,0,0,0,58,0,3,0,0,2,0,0
14698185.0,1309313301.0,1,17,1,0,0,0,0,99,3,4,1,0,3,0,0
35772496.0,1308973994.0,677,1584,1,1,0,0,0,42,2,0,0,0,0,0,0
364.0,1341597166.0,1,0,1,1,0,0,0,233,3,4,3,1,4,1,0
11925795.0,1299641440.0,227,122,1,3,0,0,0,13,0,0,0,0,0,0,0
32391596.0,1318286464.0,8,17,1,0,0,0,0,38,1,2,0,0,0,0,0
25806676.0,1356502223.0,1809,4376,1,0,0,0,0,36,1,0,0,0,0,0,0
36713133.0,1362368560.0,3276,8734,2,0,0,1,0,55,4,2,0,1,0,0,0
15571988.0,1413734538.0,1,139,3,0,0,0,0,64,3,2,0,0,0,0,0
15002497.0,1358986234.0,519,4515,4,0,0,0,0,24,0,1,0,0,0,0,0
71359105.0,1294344986.0,92,310,0,0,0,0,0,59,2,0,0,0,0,0,0
77491543.0,1312760759.0,870,365,0,0,0,0,0,19,0,1,0,0,0,1,0
120858709.0,1306384067.0,2515,17818,2,0,0,0,0,54,5,1,0,2,0,0,0
35371070.0,1308592268.0,51,610,2,3,0,0,0,45,0,1,0,0,1,0,0
1350.0,1317436663.0,1,24,1,0,0,0,0,101,2,4,3,0,3,0,0
85384190.0,1301762819.0,2215,1913,4,1,0,1,0,112,1,6,0,0,0,0,0
109242873.0,1305903785.0,306,1089,0,0,0,0,0,30,2,0,1,3,0,0,0
65658760.0,1355166290.0,678,43137,1,0,0,0,0,62,1,1,0,0,0,0,0
58344661.0,1328989016.0,340,2174,2,1,0,0,0,54,2,0,0,5,0,0,0
2475.0,1321202485.0,1,1,5,1,1,0,0,140,2,2,0,2,0,1,0
79645616.0,1321830760.0,74,12183,1,0,0,0,0,43,0,0,0,0,1,0,0
81633266.0,1338616996.0,1302,3354,1,0,0,0,0,24,0,0,0,0,0,0,0
10988685.0,1317762557.0,1675,1319,22,3,0,0,0,82,1,5,1,0,0,0,0
14439734.0,1309468052.0,1,45,1,0,0,0,0,73,0,1,2,0,2,0,0
31284394.0,1344557756.0,1436,2305,3,0,0,0,0,111,2,2,2,0,0,0,0
4221616.0,1312340526.0,1,7,2,0,0,0,0,67,0,1,2,0,1,2,0
677076.0,1313440414.0,1,1,2,0,0,0,0,54,0,0,0,0,2,0,0
36112591.0,1305941319.0,2829,4086,2,1,0,0,0,84,1,6,1,0,0,1,0
59516980.0,1371350215.0,1887,6246,5,0,0,1,0,100,3,3,0,0,0,0,0
36730653.0,1322427211.0,507,32864,0,0,0,0,0,41,1,1,0,0,0,1,0
27785769.0,1291622235.0,139,411,1,4,0,0,0,118,1,5,2,1,0,0,0
124421836.0,1257871555.0,3780,55900,3,1,0,0,1,477,5,9,1,0,4,0,0
70883220.0,1330532873.0,407,2137,1,0,0,0,0,49,1,1,0,0,0,0,0
27990397.0,1388265237.0,14,192,2,0,0,1,0,130,2,1,7,0,0,0,0
50890498.0,1332624852.0,104,858,1,0,1,0,0,104,1,2,0,0,2,0,0
348.0,1316021358.0,468,19454,3,3,1,0,0,55,1,0,0,2,0,0,0
55481836.0,1340209207.0,1388,493,2,0,0,0,0,15,0,1,1,1,1,0,0
28579571.0,1300688935.0,1208,218,2,7,0,0,0,29,0,0,0,0,0,0,0
20792324.0,1356834918.0,51,3721,0,0,0,0,0,58,1,1,1,3,0,0,0
64027097.0,1338752861.0,1,458,0,0,0,0,0,65,2,1,0,0,0,1,0
93742791.0,1328388053.0,2809,2198,0,0,0,0,0,63,2,3,1,0,0,1,0
29793937.0,1309399043.0,5866,3875,2,2,0,0,0,50,1,1,1,1,0,0,0
23162433.0,1394209206.0,422,10025,5,0,0,0,1,144,6,1,0,0,2,1,0
43885448.0,1360357139.0,8554,4712,4,0,0,0,0,30,0,0,0,0,0,1,0
33805493.0,1285783104.0,5429,7364,3,2,0,0,1,35,0,0,0,0,0,0,0
571239.0,1309384475.0,1,195,11,4,0,0,0,70,0,2,0,0,2,0,0
34444926.0,1304144034.0,28,2159,2,5,0,0,0,11,0,1,0,0,0,0,0
83428.0,1322532981.0,1,7,1,0,0,0,0,35,0,0,0,0,0,1,0
16503544.0,1391797741.0,336,434,18,0,0,0,0,91,3,0,3,0,0,0,0
55210228.0,1350523004.0,50,111,1,0,0,0,0,59,1,2,2,0,0,0,0
2694492.0,1308684135.0,2437,4949,1,4,0,0,0,24,2,0,0,0,1,0,0
2050830.0,1324364047.0,1,16,1,0,0,0,0,49,1,4,0,0,1,0,0
275.0,1347662901.0,1,0,2,0,0,1,0,87,3,3,3,0,0,0,0
29816550.0,1328311359.0,1064,22943,7,0,1,0,0,28,0,0,0,0,0,0,0
3782189.0,1311286923.0,1795,6355,3,3,0,1,0,113,2,1,0,2,0,1,0
22488476.0,1403501565.0,16,11861,5,0,0,0,0,14,0,0,0,1,0,1,0
16653413.0,1341377476.0,1,420,4,9,0,0,0,42,0,0,1,1,0,0,0
31540657.0,1354663932.0,5796,13386,1,5,0,0,0,175,1,6,1,3,0,0,0
9454822.0,1388172866.0,81,3362,0,0,0,0,0,53,1,1,0,4,0,0,0
15232103.0,1416431614.0,61,138,1,0,0,0,0,230,0,9,0,1,4,7,0
27311043.0,1359405537.0,1,56,3,0,0,0,0,61,1,1,1,1,1,2,0
13543814.0,1357113223.0,2809,8354,17,2,0,0,0,123,4,3,3,2,0,0,0
51263006.0,1294765499.0,2029,2013,2,0,0,0,0,69,0,1,0,1,0,1,0
15821062.0,1316611856.0,744,121,2,0,0,0,0,24,0,0,0,3,0,0,0
95986429.0,1280439448.0,254,9688,0,0,0,0,0,85,1,3,1,0,0,0,0
195.0,1340166913.0,1,0,2,1,0,0,0,96,0,4,0,0,0,1,0
19097207.0,1309813721.0,1,0,1,1,0,0,0,73,0,1,3,0,0,0,0
9683449.0,1374902629.0,365,6161,0,0,0,0,0,72,2,4,0,1,0,1,0
23872254.0,1309291526.0,113,1690,1,0,0,0,0,100,2,1,0,0,1,0,0
78892008.0,1352054993.0,121,75,8,2,0,0,0,49,1,1,0,0,0,0,0
14153770.0,1363934871.0,1,3,1,0,0,1,0,130,4,2,0,3,2,0,0
47496095.0,1351040392.0,5084,22732,1,0,0,0,0,62,1,0,0,0,2,0,0
98620175.0,1332041820.0,202,3728,1,0,0,0,0,96,1,3,2,0,0,0,0
72397158.0,1327625045.0,510,9239,12,2,0,0,0,62,0,2,0,0,0,0,0
3894023.0,1309309998.0,1,10,1,6,0,0,0,157,4,6,0,0,2,0,0
15961716.0,1306703881.0,1,26,1,0,0,0,0,43,0,0,0,0,0,0,0
